true_label,original_sent,noisy_label
0,"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",0
2,The arrangements do not apply to the group 's units outside Finland .,2
2,The new chain has 700 discount stores and 250 supermarkets .,2
2,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",2
2,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,2
2,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",2
0,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",0
0,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",0
0,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",0
1,Cash Flow from Operations for the most recent quarter also reached a eight year low .,1
0,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",0
2,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",2
2,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",2
0,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",0
2,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",2
2,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",2
2,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,2
2,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,0
2,"When dialing in , the participants should quote 877417 as conference ID .",2
2,"SCOPI Chief Business Excellence Officer , Eng .",2
0,The company expects its net sales in 2008 to increase 5-10 % from 2007 .,0
0,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,0
2,KONE is listed on the Nordic Exchange in Helsinki .,2
2,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",2
2,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",2
0,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",0
2,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",2
0,Olvi expects sales and market share to increase in the first quarter of 2010 .,0
2,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",2
2,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,2
2,The investment will be worth approximately EUR 100mn .,2
2,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",2
0,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,0
2,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",2
2,The business section also includes Ahlstrom 's sustainability report .,2
2,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",2
2,"Includes company and brand share data by category , as well as distribution channel data .",2
0,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",0
2,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",2
2,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",2
2,"The contract includes design , construction , delivery of equipment , installation and commissioning .",2
0,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,0
0,"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",0
2,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,2
2,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes .",2
0,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",0
2,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,0
2,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",2
0,"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",0
2,The serial bond is part of the plan to refinance the short-term credit facility .,2
1,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,1
2,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,2
2,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,2
2,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",2
2,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",2
2,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",2
2,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",2
2,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",2
2,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,2
0,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,0
0,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",0
0,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,0
2,Saunalahti is a part of the Elisa group .,2
0,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",0
0,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",0
2,"The final price will be specified by 14 May 2010 , the acquiring company said .",2
0,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,0
2,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",2
2,The company specialises in temporary electrification and heating at construction sites .,2
2,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,2
2,The company will release its 2010 results on 11 February 2011 .,2
2,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",2
2,The negotiations will concern the plant 's department producing winded roving that employs 10 people .,2
2,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,2
2,"In addition , the contract includes modification of the effluent treatment plant at Follum .",2
2,ND = Not disclosed .,2
0,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",0
2,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",2
2,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,2
1,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,1
2,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",2
2,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,2
2,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,2
2,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",2
0,EBIT margin was up from 1.4 % to 5.1 % .,0
0,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2
2,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,2
2,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,2
0,` By separating side businesses we will be able to faster expand and develop Tapro retail network .,0
2,The contract value amounts to EUR 2.4 million .,2
0,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,0
0,The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,2
2,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",2
2,Rapala Fishing Frenzy 2009 .,2
2,Le Lay succeeds Walter G++nter and will be based in Finland .,2
0,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",2
2,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,2
0,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",0
0,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",0
2,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,2
2,"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",2
2,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",2
0,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",0
2,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",2
2,"Following the move , Stora Enso holding in NewPage will remain unchanged .",2
2,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,2
2,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",2
2,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,2
0,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,0
1,Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,1
0,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,0
2,The deal will have no significant effect on the acquiring company 's equity ratio .,2
2,Production is scheduled to start by the end of April 2007 .,2
1,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,1
2,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",2
2,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",2
2,The company distributes Hiab 's products as well as other products .,2
1,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",1
1,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,1
2,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,0
0,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",0
1,Scanfil issued a profit warning on 10 April 2006 .,1
2,"8,600 m , and at the time of investment it is fully leased to several tenants .",2
0,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,0
2,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",2
2,The transaction is expected to be finalized by Dec 2009 .,2
2,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,2
1,Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,1
0,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,0
2,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,2
0,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,0
0,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",1
0,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",0
2,Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,2
2,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",2
2,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",2
2,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,2
1,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",1
2,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,2
2,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",2
2,Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,2
2,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",2
0,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",0
2,The total capacity of the factory will be approximately 100 engines a year .,2
1,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",1
0,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",0
2,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",2
2,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",2
2,The solid fuel is heated before sludge is mixed therein . '',2
2,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",2
0,The optimization of the steel components heating process will reduce the energy consumption .,0
2,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",2
0,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,0
2,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",2
1,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",1
1,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",1
2,"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",2
1,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,1
2,The business development initiatives in North America are headed by Lynn Shanahan .,2
2,Activities range from the development of natural resources to the retailed marketing of finished products .,2
2,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",2
2,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",2
2,The identity of the buyer is not yet known .,2
2,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",2
2,Currency conversions are based on exchange rates at the time of the deal .,2
2,The value of the contract is in total USD12m .,2
2,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,2
2,"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",2
2,"At some point , it will spread also to Iran and Iraq .",2
0,Sales increased due to growing market rates and increased operations .,0
0,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",0
0,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",2
2,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,2
2,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",2
0,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",2
2,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,2
2,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",2
0,"Department store sales improved by 14 % to EUR 1,070.6 mn .",0
2,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",2
2,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",2
2,The company 's model is based on developer contracting construction projects and customer focused project management .,2
1,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,1
2,The parties have therefore agreed to leave Avena out of the deal .,2
2,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",2
2,Financing of the project will come mainly from China .,2
2,The order was valued at over EUR15m .,2
0,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,2
0,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,0
2,This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,2
0,"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",2
2,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",2
0,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",2
2,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",2
2,A PLUMBING business has announced it is sponsoring a professional darts player .,2
2,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",2
2,"` Sanoma is a buyer not a target , ' he said .",2
0,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",0
2,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,2
2,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",2
2,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,2
0,"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",0
2,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",2
2,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,2
2,The value of the orders is about EUR 25mn .,2
2,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",2
2,"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",2
2,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,2
0,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,0
2,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,2
2,Insurance policies should be simple .,2
0,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",0
1,Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .,1
2,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",2
1,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",1
2,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",2
2,The company is presently examining whether the project would be financially feasible .,2
2,"Previously , the plant was expected to be completed by the end of 2008 .",2
2,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",2
1,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",1
2,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,2
2,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",2
1,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",1
2,"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",2
2,"Its annual capacity is some 10,000 MW .",2
2,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,2
2,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",2
1,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,1
0,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",0
2,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,2
2,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",2
2,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",2
0,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",0
2,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,2
0,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",0
2,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",2
2,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",2
2,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",2
1,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",1
2,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",2
1,Sales by Seppala diminished by 6 per cent .,1
1,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",1
2,Exel is headquartered in Mantyharju in Finland .,2
2,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",2
2,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,2
0,"In the end of 2006 , the number of outlets will rise to 60-70 .",2
2,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",2
2,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,2
2,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,2
2,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",2
1,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,1
2,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",2
2,The new SEPA cads will replace Finnish bank cards .,2
2,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",2
0,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",0
2,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",2
2,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",2
2,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,2
0,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",0
0,The policy was also aimed at making the companies more profitable and competitive .,0
0,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",0
2,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",2
2,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",2
0,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,0
2,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",2
2,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,2
2,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,2
2,The deal means that ten persons in three countries will transfer to Tieto .,2
2,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,2
2,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",2
2,No financial or pricing details were disclosed .,2
0,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,0
0,"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",0
2,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",2
0,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",0
2,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,2
2,The measures taken will cause one-time costs during the final part of 2006 .,2
1,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",1
0,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",0
